,Home,Home_Score,Away,Away_Score,Datetime,Stadium
361,키움,5,KIA,2,2022-06-28 18:30:00,고척
362,한화,6,SSG,3,2022-06-28 18:30:00,대전
363,삼성,8,KT,2,2022-06-29 18:30:00,대구
364,키움,1,KIA,0,2022-06-29 18:30:00,고척
365,한화,3,SSG,8,2022-06-29 18:30:00,대전
366,롯데,5,두산,1,2022-06-30 18:30:00,사직
367,삼성,2,KT,13,2022-06-30 18:30:00,대구
368,키움,5,KIA,4,2022-06-30 18:30:00,고척
369,LG,2,롯데,1,2022-07-01 18:30:00,잠실
370,SSG,7,KIA,6,2022-07-01 18:30:00,문학
371,KT,11,두산,7,2022-07-01 18:30:00,수원
372,키움,7,한화,5,2022-07-01 18:30:00,고척
373,키움,3,한화,0,2022-07-02 14:00:00,고척
374,LG,1,롯데,8,2022-07-02 18:00:00,잠실
375,SSG,2,KIA,1,2022-07-02 18:00:00,문학
376,NC,17,삼성,1,2022-07-02 18:00:00,창원
377,KT,8,두산,3,2022-07-02 18:00:00,수원
378,키움,2,한화,1,2022-07-03 14:00:00,고척
379,LG,4,롯데,1,2022-07-03 17:00:00,잠실
380,SSG,3,KIA,2,2022-07-03 17:00:00,문학
381,NC,11,삼성,6,2022-07-03 17:00:00,창원
382,KT,6,두산,0,2022-07-03 17:00:00,수원
383,두산,3,키움,4,2022-07-05 18:30:00,잠실
384,SSG,4,롯데,3,2022-07-05 18:30:00,문학
385,삼성,1,LG,4,2022-07-05 18:30:00,대구
386,한화,0,NC,1,2022-07-05 18:30:00,대전
387,두산,5,키움,2,2022-07-06 18:30:00,잠실
388,SSG,5,롯데,12,2022-07-06 18:30:00,문학
389,삼성,9,LG,10,2022-07-06 18:30:00,대구
390,KIA,1,KT,8,2022-07-06 18:30:00,광주
391,한화,3,NC,4,2022-07-06 18:30:00,대전
392,두산,4,키움,2,2022-07-07 18:30:00,잠실
393,SSG,8,롯데,1,2022-07-07 18:30:00,문학
394,삼성,9,LG,11,2022-07-07 18:30:00,대구
395,한화,12,NC,11,2022-07-07 18:30:00,대전
396,두산,4,LG,11,2022-07-08 18:30:00,잠실
397,삼성,8,SSG,9,2022-07-08 18:30:00,대구
398,KT,6,롯데,3,2022-07-08 18:30:00,수원
399,KIA,5,한화,3,2022-07-08 18:30:00,광주
400,키움,3,NC,2,2022-07-08 18:30:00,고척
401,키움,10,NC,1,2022-07-09 14:00:00,고척
402,두산,6,LG,8,2022-07-09 18:00:00,잠실
403,삼성,10,SSG,13,2022-07-09 18:00:00,대구
404,KT,3,롯데,1,2022-07-09 18:00:00,수원
405,KIA,6,한화,5,2022-07-09 18:00:00,광주
406,키움,2,NC,0,2022-07-10 14:00:00,고척
407,두산,0,LG,9,2022-07-10 17:00:00,잠실
408,삼성,2,SSG,7,2022-07-10 17:00:00,대구
409,KT,1,롯데,9,2022-07-10 17:00:00,수원
410,KIA,6,한화,3,2022-07-10 17:00:00,광주
411,LG,1,KIA,7,2022-07-12 18:30:00,잠실
412,SSG,7,키움,3,2022-07-12 18:30:00,문학
413,롯데,3,한화,2,2022-07-12 18:30:00,사직
414,NC,7,두산,11,2022-07-12 18:30:00,창원
415,KT,4,삼성,3,2022-07-12 18:30:00,수원
416,롯데,2,한화,0,2022-07-13 18:30:00,사직
417,NC,4,두산,1,2022-07-13 18:30:00,창원
418,LG,6,KIA,2,2022-07-14 18:30:00,잠실
419,SSG,4,키움,1,2022-07-14 18:30:00,문학
420,롯데,10,한화,7,2022-07-14 18:30:00,사직
421,NC,3,두산,11,2022-07-14 18:30:00,창원
422,KT,1,삼성,0,2022-07-14 18:30:00,수원
423,두산,0,SSG,1,2022-07-22 18:30:00,잠실
424,롯데,2,KIA,5,2022-07-22 18:30:00,사직
425,NC,5,LG,4,2022-07-22 18:30:00,창원
426,키움,3,삼성,2,2022-07-22 18:30:00,고척
427,한화,8,KT,0,2022-07-22 18:30:00,대전
428,키움,6,삼성,0,2022-07-23 14:00:00,고척
429,롯데,3,KIA,9,2022-07-23 18:00:00,사직
430,NC,5,LG,11,2022-07-23 18:00:00,창원
431,한화,3,KT,5,2022-07-23 18:00:00,대전
432,키움,0,삼성,8,2022-07-24 14:00:00,고척
433,두산,4,SSG,5,2022-07-24 17:00:00,잠실
434,롯데,0,KIA,23,2022-07-24 17:00:00,사직
435,NC,6,LG,1,2022-07-24 17:00:00,창원
436,한화,1,KT,3,2022-07-24 17:00:00,대전
437,두산,6,롯데,1,2022-07-26 18:30:00,잠실
438,SSG,0,LG,9,2022-07-26 18:30:00,문학
439,KT,7,키움,8,2022-07-26 18:30:00,수원
440,KIA,1,NC,9,2022-07-26 18:30:00,광주
441,삼성,2,한화,4,2022-07-26 18:30:00,포항
442,두산,6,롯데,5,2022-07-27 18:30:00,잠실
443,SSG,6,LG,3,2022-07-27 18:30:00,문학
444,KT,5,키움,4,2022-07-27 18:30:00,수원
445,KIA,9,NC,5,2022-07-27 18:30:00,광주
446,삼성,11,한화,10,2022-07-27 18:30:00,포항
447,두산,8,롯데,5,2022-07-28 18:30:00,잠실
448,SSG,5,LG,4,2022-07-28 18:30:00,문학
449,KT,8,키움,2,2022-07-28 18:30:00,수원
450,KIA,2,NC,6,2022-07-28 18:30:00,광주
451,삼성,3,한화,3,2022-07-28 18:30:00,포항
452,LG,4,KT,5,2022-07-29 18:30:00,잠실
453,삼성,8,롯데,7,2022-07-29 18:30:00,대구
454,NC,5,키움,3,2022-07-29 18:30:00,창원
455,KIA,11,SSG,2,2022-07-29 18:30:00,광주
456,한화,3,두산,7,2022-07-29 18:30:00,대전
457,LG,8,KT,7,2022-07-30 18:00:00,잠실
458,삼성,8,롯데,9,2022-07-30 18:00:00,대구
459,NC,3,키움,3,2022-07-30 18:00:00,창원
460,KIA,5,SSG,7,2022-07-30 18:00:00,광주
461,한화,11,두산,1,2022-07-30 18:00:00,대전
462,삼성,5,롯데,5,2022-07-31 17:00:00,대구
463,KIA,2,SSG,3,2022-07-31 17:00:00,광주
464,롯데,4,LG,3,2022-08-02 18:30:00,사직
465,키움,5,SSG,7,2022-08-02 18:30:00,고척
466,한화,5,KIA,4,2022-08-02 18:30:00,대전
467,두산,3,삼성,1,2022-08-03 18:30:00,잠실
468,롯데,1,LG,4,2022-08-03 18:30:00,사직
469,NC,2,KT,15,2022-08-03 18:30:00,창원
470,키움,3,SSG,2,2022-08-03 18:30:00,고척
471,한화,3,KIA,6,2022-08-03 18:30:00,대전
472,두산,2,삼성,9,2022-08-04 18:30:00,잠실
473,롯데,2,LG,12,2022-08-04 18:30:00,사직
474,NC,4,KT,3,2022-08-04 18:30:00,창원
475,키움,5,SSG,6,2022-08-04 18:30:00,고척
476,한화,4,KIA,1,2022-08-04 18:30:00,대전
477,LG,7,키움,8,2022-08-05 18:30:00,잠실
478,SSG,1,삼성,3,2022-08-05 18:30:00,문학
479,롯데,7,NC,2,2022-08-05 18:30:00,사직
480,KT,5,한화,1,2022-08-05 18:30:00,수원
481,KIA,3,두산,5,2022-08-05 18:30:00,광주
482,LG,12,키움,3,2022-08-06 18:00:00,잠실
483,SSG,7,삼성,6,2022-08-06 18:00:00,문학
484,롯데,1,NC,10,2022-08-06 18:00:00,사직
485,KT,4,한화,2,2022-08-06 18:00:00,수원
486,KIA,4,두산,7,2022-08-06 18:00:00,광주
487,LG,5,키움,0,2022-08-07 17:00:00,잠실
488,SSG,7,삼성,6,2022-08-07 17:00:00,문학
489,롯데,0,NC,14,2022-08-07 17:00:00,사직
490,KT,5,한화,6,2022-08-07 17:00:00,수원
491,KIA,5,두산,4,2022-08-07 17:00:00,광주
492,두산,0,NC,11,2022-08-10 18:30:00,잠실
493,SSG,4,KT,2,2022-08-10 18:30:00,문학
494,삼성,3,KIA,2,2022-08-10 18:30:00,대구
495,키움,3,롯데,4,2022-08-10 18:30:00,고척
496,두산,2,NC,3,2022-08-11 18:30:00,잠실
497,SSG,4,KT,2,2022-08-11 18:30:00,문학
498,키움,0,롯데,3,2022-08-11 18:30:00,고척
499,두산,7,NC,1,2022-08-12 18:30:00,잠실
500,SSG,5,KT,9,2022-08-12 18:30:00,문학
501,삼성,7,KIA,6,2022-08-12 18:30:00,대구
502,키움,1,롯데,4,2022-08-12 18:30:00,고척
503,한화,5,LG,6,2022-08-12 18:30:00,대전
504,두산,2,SSG,8,2022-08-13 18:00:00,잠실
505,KT,8,삼성,1,2022-08-13 18:00:00,수원
506,KIA,9,롯데,0,2022-08-13 18:00:00,광주
507,한화,6,키움,8,2022-08-13 18:00:00,대전
508,두산,4,SSG,5,2022-08-14 17:00:00,잠실
509,NC,6,LG,2,2022-08-14 17:00:00,창원
510,KT,3,삼성,2,2022-08-14 17:00:00,수원
511,KIA,1,롯데,5,2022-08-14 17:00:00,광주
512,한화,8,키움,12,2022-08-14 17:00:00,대전
513,LG,6,삼성,3,2022-08-16 18:30:00,잠실
514,KT,5,키움,4,2022-08-16 18:30:00,수원
515,LG,11,삼성,7,2022-08-17 18:30:00,잠실
516,롯데,8,두산,6,2022-08-17 18:30:00,사직
517,NC,6,한화,4,2022-08-17 18:30:00,창원
518,KT,3,키움,2,2022-08-17 18:30:00,수원
519,KIA,4,SSG,3,2022-08-17 18:30:00,광주
520,두산,10,키움,2,2022-08-18 18:30:00,잠실
521,SSG,4,LG,8,2022-08-18 18:30:00,문학
522,롯데,1,KT,0,2022-08-18 18:30:00,사직
523,KIA,8,NC,14,2022-08-18 18:30:00,광주
524,한화,4,삼성,7,2022-08-18 18:30:00,대전
525,롯데,3,KT,4,2022-08-19 18:30:00,사직
526,KIA,12,NC,9,2022-08-19 18:30:00,광주
527,한화,5,삼성,9,2022-08-19 18:30:00,대전
528,키움,7,SSG,14,2022-08-20 14:00:00,고척
529,LG,6,두산,1,2022-08-20 18:00:00,잠실
530,롯데,3,한화,5,2022-08-20 18:00:00,사직
531,KT,2,KIA,5,2022-08-20 18:00:00,수원
532,키움,1,SSG,6,2022-08-21 14:00:00,고척
533,LG,2,두산,4,2022-08-21 17:00:00,잠실
534,롯데,8,한화,1,2022-08-21 17:00:00,사직
535,삼성,2,NC,6,2022-08-21 17:00:00,대구
536,KT,11,KIA,3,2022-08-21 17:00:00,수원
537,두산,1,KT,2,2022-08-23 18:30:00,잠실
538,SSG,7,삼성,3,2022-08-23 18:30:00,문학
539,NC,3,롯데,9,2022-08-23 18:30:00,창원
540,키움,3,KIA,12,2022-08-23 18:30:00,고척
541,한화,6,LG,4,2022-08-23 18:30:00,대전
542,두산,1,KT,5,2022-08-24 18:30:00,잠실
543,SSG,4,삼성,2,2022-08-24 18:30:00,문학
544,NC,1,롯데,2,2022-08-24 18:30:00,창원
545,키움,11,KIA,10,2022-08-24 18:30:00,고척
546,한화,2,LG,9,2022-08-24 18:30:00,대전
547,LG,0,KIA,1,2022-08-25 18:30:00,잠실
548,롯데,5,삼성,9,2022-08-25 18:30:00,사직
549,NC,9,키움,10,2022-08-25 18:30:00,창원
550,KT,5,SSG,4,2022-08-25 18:30:00,수원
551,한화,4,두산,0,2022-08-25 18:30:00,대전
552,LG,3,KIA,1,2022-08-26 18:30:00,잠실
553,롯데,8,삼성,3,2022-08-26 18:30:00,사직
554,NC,3,키움,6,2022-08-26 18:30:00,창원
555,KT,12,SSG,3,2022-08-26 18:30:00,수원
556,한화,2,두산,1,2022-08-26 18:30:00,대전
557,LG,1,키움,0,2022-08-27 18:00:00,잠실
558,SSG,10,롯데,0,2022-08-27 18:00:00,문학
559,삼성,7,한화,4,2022-08-27 18:00:00,대구
560,NC,9,KT,2,2022-08-27 18:00:00,창원
561,KIA,1,두산,2,2022-08-27 18:00:00,광주
562,LG,7,키움,0,2022-08-28 17:00:00,잠실
563,SSG,2,롯데,4,2022-08-28 17:00:00,문학
564,삼성,5,한화,4,2022-08-28 17:00:00,대구
565,NC,5,KT,0,2022-08-28 17:00:00,창원
566,KIA,11,두산,6,2022-08-28 17:00:00,광주
567,키움,6,롯데,5,2022-08-30 18:30:00,고척
568,LG,5,NC,3,2022-08-31 18:30:00,잠실
569,삼성,2,SSG,1,2022-08-31 18:30:00,대구
570,KT,5,두산,2,2022-08-31 18:30:00,수원
571,키움,5,롯데,4,2022-08-31 18:30:00,고척
572,한화,3,KIA,4,2022-08-31 18:30:00,대전
573,두산,2,롯데,1,2022-09-01 18:30:00,잠실
574,SSG,2,NC,3,2022-09-01 18:30:00,문학
575,KT,1,LG,3,2022-09-01 18:30:00,수원
576,KIA,1,삼성,4,2022-09-01 18:30:00,광주
577,키움,7,한화,1,2022-09-01 18:30:00,고척
578,두산,4,롯데,16,2022-09-02 18:30:00,잠실
579,SSG,5,NC,3,2022-09-02 18:30:00,문학
580,KT,1,LG,2,2022-09-02 18:30:00,수원
581,KIA,8,삼성,3,2022-09-02 18:30:00,광주
582,키움,4,한화,0,2022-09-02 18:30:00,고척
583,두산,1,삼성,4,2022-09-03 17:00:00,잠실
584,SSG,1,키움,2,2022-09-03 17:00:00,문학
585,KIA,1,KT,5,2022-09-03 17:00:00,광주
586,한화,7,NC,3,2022-09-03 17:00:00,대전
587,롯데,1,LG,14,2022-09-04 14:00:00,사직
588,KIA,2,KT,6,2022-09-04 14:00:00,광주
589,한화,10,NC,1,2022-09-04 14:00:00,대전
590,LG,6,SSG,8,2022-09-06 18:30:00,잠실
591,삼성,11,키움,4,2022-09-06 18:30:00,대구
592,NC,4,두산,3,2022-09-06 18:30:00,창원
593,KT,8,한화,5,2022-09-06 18:30:00,수원
594,롯데,6,KIA,3,2022-09-06 18:30:00,울산
595,LG,2,SSG,2,2022-09-07 18:30:00,잠실
596,삼성,2,키움,1,2022-09-07 18:30:00,대구
597,NC,16,두산,5,2022-09-07 18:30:00,창원
598,KT,4,한화,2,2022-09-07 18:30:00,수원
599,롯데,6,KIA,12,2022-09-07 18:30:00,울산
600,두산,4,한화,5,2022-09-08 18:30:00,잠실
601,SSG,4,KIA,9,2022-09-08 18:30:00,문학
602,삼성,1,롯데,2,2022-09-08 18:30:00,대구
603,KT,3,NC,8,2022-09-08 18:30:00,수원
604,키움,3,LG,2,2022-09-08 18:30:00,고척
605,두산,11,한화,0,2022-09-09 14:00:00,잠실
606,SSG,9,KIA,16,2022-09-09 14:00:00,문학
607,삼성,4,롯데,0,2022-09-09 14:00:00,대구
608,KT,1,NC,17,2022-09-09 14:00:00,수원
609,키움,3,LG,6,2022-09-09 14:00:00,고척
610,두산,0,KIA,3,2022-09-10 14:00:00,잠실
611,롯데,3,NC,6,2022-09-10 17:00:00,사직
612,삼성,1,LG,10,2022-09-10 17:00:00,대구
613,키움,1,KT,2,2022-09-10 17:00:00,고척
614,한화,5,SSG,0,2022-09-10 17:00:00,대전
615,두산,6,KIA,3,2022-09-11 14:00:00,잠실
616,롯데,6,NC,11,2022-09-11 14:00:00,사직
617,삼성,3,LG,1,2022-09-11 14:00:00,대구
618,키움,5,KT,0,2022-09-11 14:00:00,고척
619,한화,1,SSG,12,2022-09-11 14:00:00,대전
620,두산,0,LG,5,2022-09-13 18:30:00,잠실
621,롯데,9,SSG,8,2022-09-13 18:30:00,사직
622,NC,1,삼성,3,2022-09-13 18:30:00,창원
623,KIA,1,키움,4,2022-09-13 18:30:00,광주
624,한화,2,KT,5,2022-09-13 18:30:00,대전
625,두산,5,LG,0,2022-09-14 18:30:00,잠실
626,롯데,1,SSG,3,2022-09-14 18:30:00,사직
627,NC,7,삼성,2,2022-09-14 18:30:00,창원
628,KIA,0,키움,2,2022-09-14 18:30:00,광주
629,한화,4,KT,1,2022-09-14 18:30:00,대전
630,LG,2,KT,0,2022-09-15 18:30:00,잠실
631,롯데,4,키움,2,2022-09-15 18:30:00,사직
632,삼성,13,두산,3,2022-09-15 18:30:00,대구
633,NC,6,SSG,0,2022-09-15 18:30:00,창원
634,KIA,1,한화,2,2022-09-15 18:30:00,광주
635,롯데,10,키움,12,2022-09-16 18:30:00,사직
636,삼성,11,두산,13,2022-09-16 18:30:00,대구
637,NC,0,SSG,10,2022-09-16 18:30:00,창원
638,KIA,6,한화,7,2022-09-16 18:30:00,광주
639,LG,4,한화,1,2022-09-17 17:00:00,잠실
640,SSG,1,두산,4,2022-09-17 17:00:00,문학
641,삼성,10,KIA,1,2022-09-17 17:00:00,대구
642,KT,0,롯데,2,2022-09-17 17:00:00,수원
643,키움,10,NC,3,2022-09-17 17:00:00,고척
644,LG,1,한화,5,2022-09-18 14:00:00,잠실
645,SSG,14,두산,13,2022-09-18 14:00:00,문학
646,삼성,9,KIA,6,2022-09-18 14:00:00,대구
647,KT,6,롯데,3,2022-09-18 14:00:00,수원
648,키움,1,NC,5,2022-09-18 14:00:00,고척
649,두산,8,NC,2,2022-09-20 18:30:00,잠실
650,SSG,4,KT,2,2022-09-20 18:30:00,문학
651,KIA,1,LG,11,2022-09-20 18:30:00,광주
652,키움,2,삼성,10,2022-09-20 18:30:00,고척
653,한화,6,롯데,8,2022-09-20 18:30:00,대전
654,두산,1,NC,5,2022-09-21 18:30:00,잠실
655,SSG,3,KT,4,2022-09-21 18:30:00,문학
656,KIA,2,LG,11,2022-09-21 18:30:00,광주
657,키움,5,삼성,4,2022-09-21 18:30:00,고척
658,한화,0,롯데,9,2022-09-21 18:30:00,대전
659,LG,1,롯데,7,2022-09-22 18:30:00,잠실
660,SSG,10,한화,1,2022-09-22 18:30:00,문학
661,삼성,7,KT,9,2022-09-22 18:30:00,대구
662,NC,1,KIA,3,2022-09-22 18:30:00,창원
663,키움,2,두산,5,2022-09-22 18:30:00,고척
664,LG,1,롯데,0,2022-09-23 18:30:00,잠실
665,SSG,5,한화,4,2022-09-23 18:30:00,문학
666,삼성,5,KT,3,2022-09-23 18:30:00,대구
667,NC,5,KIA,2,2022-09-23 18:30:00,창원
668,키움,5,두산,1,2022-09-23 18:30:00,고척
669,LG,0,한화,2,2022-09-24 17:00:00,잠실
670,SSG,14,두산,5,2022-09-24 17:00:00,문학
671,NC,0,KIA,3,2022-09-24 17:00:00,창원
672,키움,9,롯데,5,2022-09-24 17:00:00,고척
673,두산,5,한화,3,2022-09-25 14:00:00,잠실
674,SSG,2,LG,6,2022-09-25 14:00:00,문학
675,삼성,3,KIA,4,2022-09-25 14:00:00,대구
676,NC,1,KT,9,2022-09-25 14:00:00,창원
677,NC,6,키움,5,2022-09-27 18:30:00,창원
678,KT,5,두산,4,2022-09-27 18:30:00,수원
679,한화,0,LG,1,2022-09-27 18:30:00,대전
680,NC,4,삼성,3,2022-09-28 18:30:00,창원
681,KT,8,두산,0,2022-09-28 18:30:00,수원
682,한화,1,LG,4,2022-09-28 18:30:00,대전
683,LG,3,KT,5,2022-09-29 18:30:00,잠실
684,SSG,9,키움,14,2022-09-29 18:30:00,문학
685,삼성,3,NC,0,2022-09-29 18:30:00,대구
686,KIA,5,롯데,4,2022-09-29 18:30:00,광주
687,한화,5,두산,6,2022-09-29 18:30:00,대전
688,LG,2,NC,1,2022-09-30 18:30:00,잠실
689,SSG,7,키움,3,2022-09-30 18:30:00,문학
690,삼성,11,두산,3,2022-09-30 18:30:00,대구
691,한화,5,롯데,6,2022-09-30 18:30:00,대전
692,LG,1,NC,2,2022-10-01 17:00:00,잠실
693,삼성,4,두산,3,2022-10-01 17:00:00,대구
694,KIA,2,SSG,3,2022-10-01 17:00:00,광주
695,LG,0,NC,2,2022-10-02 14:00:00,잠실
696,롯데,3,두산,1,2022-10-02 14:00:00,사직
697,한화,1,KIA,10,2022-10-02 14:00:00,대전
698,롯데,3,두산,9,2022-10-03 14:00:00,사직
699,한화,7,SSG,4,2022-10-03 14:00:00,대전
700,LG,3,KIA,8,2022-10-04 18:30:00,잠실
701,KT,7,삼성,3,2022-10-04 18:30:00,수원
702,두산,5,SSG,2,2022-10-05 18:30:00,잠실
703,NC,7,롯데,3,2022-10-05 18:30:00,창원
704,KT,4,삼성,7,2022-10-05 18:30:00,수원
705,KIA,2,LG,10,2022-10-05 18:30:00,광주
706,두산,5,삼성,4,2022-10-06 18:30:00,잠실
707,NC,6,SSG,1,2022-10-06 18:30:00,창원
708,KIA,4,LG,3,2022-10-06 18:30:00,광주
709,한화,3,키움,2,2022-10-06 18:30:00,대전
710,두산,2,삼성,8,2022-10-07 18:30:00,잠실
711,NC,2,LG,7,2022-10-07 18:30:00,창원
712,KIA,11,KT,1,2022-10-07 18:30:00,광주
713,두산,1,키움,5,2022-10-08 17:00:00,잠실
714,롯데,3,LG,2,2022-10-08 17:00:00,사직
715,삼성,6,SSG,1,2022-10-08 17:00:00,대구
716,NC,6,한화,5,2022-10-08 17:00:00,창원
717,KIA,2,KT,7,2022-10-08 17:00:00,광주
718,KT,5,NC,2,2022-10-10 14:00:00,수원
719,LG,6,KT,5,2022-10-11 18:30:00,잠실
