,Home,Home_Score,Away,Away_Score,Datetime,Stadium,Region,Temperature,Total_Score,Expected_Total_Score,Actually-Expected
480,KT,5,한화,1,2022-08-05 18:30:00,수원,수원,28.4,6,8.29861111111111,-2.2986111111111107
481,KIA,3,두산,5,2022-08-05 18:30:00,광주,광주,29.2,8,9.430555555555555,-1.4305555555555554
482,LG,12,키움,3,2022-08-06 18:00:00,잠실,서울,30.0,15,9.277777777777779,5.722222222222221
483,SSG,7,삼성,6,2022-08-06 18:00:00,문학,인천,28.9,13,9.604166666666668,3.395833333333332
484,롯데,1,NC,10,2022-08-06 18:00:00,사직,부산,30.1,11,8.6875,2.3125
485,KT,4,한화,2,2022-08-06 18:00:00,수원,수원,30.7,6,8.29861111111111,-2.2986111111111107
486,KIA,4,두산,7,2022-08-06 18:00:00,광주,광주,32.7,11,9.430555555555555,1.5694444444444446
487,LG,5,키움,0,2022-08-07 17:00:00,잠실,서울,30.1,5,9.277777777777779,-4.277777777777779
488,SSG,7,삼성,6,2022-08-07 17:00:00,문학,인천,28.7,13,9.604166666666668,3.395833333333332
489,롯데,0,NC,14,2022-08-07 17:00:00,사직,부산,28.8,14,8.6875,5.3125
490,KT,5,한화,6,2022-08-07 17:00:00,수원,수원,30.4,11,8.29861111111111,2.7013888888888893
491,KIA,5,두산,4,2022-08-07 17:00:00,광주,광주,30.9,9,9.430555555555555,-0.43055555555555536
492,두산,0,NC,11,2022-08-10 18:30:00,잠실,서울,25.4,11,8.916666666666666,2.083333333333334
493,SSG,4,KT,2,2022-08-10 18:30:00,문학,인천,23.1,6,9.381944444444445,-3.3819444444444446
494,삼성,3,KIA,2,2022-08-10 18:30:00,대구,대구,28.9,5,9.604166666666668,-4.604166666666668
495,키움,3,롯데,4,2022-08-10 18:30:00,고척,서울,25.4,7,8.51388888888889,-1.5138888888888893
496,두산,2,NC,3,2022-08-11 18:30:00,잠실,서울,25.9,5,8.916666666666666,-3.916666666666666
497,SSG,4,KT,2,2022-08-11 18:30:00,문학,인천,23.9,6,9.381944444444445,-3.3819444444444446
498,키움,0,롯데,3,2022-08-11 18:30:00,고척,서울,25.9,3,8.51388888888889,-5.513888888888889
499,두산,7,NC,1,2022-08-12 18:30:00,잠실,서울,27.8,8,8.916666666666666,-0.9166666666666661
500,SSG,5,KT,9,2022-08-12 18:30:00,문학,인천,25.6,14,9.381944444444445,4.618055555555555
501,삼성,7,KIA,6,2022-08-12 18:30:00,대구,대구,31.2,13,9.604166666666668,3.395833333333332
502,키움,1,롯데,4,2022-08-12 18:30:00,고척,서울,27.8,5,8.51388888888889,-3.5138888888888893
503,한화,5,LG,6,2022-08-12 18:30:00,대전,대전,27.5,11,8.881944444444445,2.1180555555555554
504,두산,2,SSG,8,2022-08-13 18:00:00,잠실,서울,27.4,10,9.430555555555555,0.5694444444444446
505,KT,8,삼성,1,2022-08-13 18:00:00,수원,수원,26.8,9,8.98611111111111,0.013888888888889284
506,KIA,9,롯데,0,2022-08-13 18:00:00,광주,광주,29.0,9,9.20138888888889,-0.20138888888888928
507,한화,6,키움,8,2022-08-13 18:00:00,대전,대전,26.5,14,8.229166666666666,5.770833333333334
508,두산,4,SSG,5,2022-08-14 17:00:00,잠실,서울,28.7,9,9.430555555555555,-0.43055555555555536
509,NC,6,LG,2,2022-08-14 17:00:00,창원,창원,29.8,8,9.45138888888889,-1.4513888888888893
510,KT,3,삼성,2,2022-08-14 17:00:00,수원,수원,26.2,5,8.98611111111111,-3.9861111111111107
511,KIA,1,롯데,5,2022-08-14 17:00:00,광주,광주,30.5,6,9.20138888888889,-3.2013888888888893
512,한화,8,키움,12,2022-08-14 17:00:00,대전,대전,28.7,20,8.229166666666666,11.770833333333334
513,LG,6,삼성,3,2022-08-16 18:30:00,잠실,서울,27.1,9,9.569444444444445,-0.5694444444444446
514,KT,5,키움,4,2022-08-16 18:30:00,수원,수원,24.9,9,8.694444444444445,0.30555555555555536
515,LG,11,삼성,7,2022-08-17 18:30:00,잠실,서울,26.5,18,9.569444444444445,8.430555555555555
516,롯데,8,두산,6,2022-08-17 18:30:00,사직,부산,23.0,14,8.631944444444445,5.368055555555555
517,NC,6,한화,4,2022-08-17 18:30:00,창원,창원,23.3,10,8.402777777777777,1.5972222222222232
518,KT,3,키움,2,2022-08-17 18:30:00,수원,수원,24.5,5,8.694444444444445,-3.6944444444444446
519,KIA,4,SSG,3,2022-08-17 18:30:00,광주,광주,25.1,7,10.0,-3.0
520,두산,10,키움,2,2022-08-18 18:30:00,잠실,서울,26.1,12,8.743055555555555,3.2569444444444446
521,SSG,4,LG,8,2022-08-18 18:30:00,문학,인천,25.0,12,9.965277777777779,2.0347222222222214
522,롯데,1,KT,0,2022-08-18 18:30:00,사직,부산,24.7,1,8.583333333333334,-7.583333333333334
523,KIA,8,NC,14,2022-08-18 18:30:00,광주,광주,26.9,22,9.48611111111111,12.51388888888889
524,한화,4,삼성,7,2022-08-18 18:30:00,대전,대전,25.6,11,8.520833333333334,2.479166666666666
525,롯데,3,KT,4,2022-08-19 18:30:00,사직,부산,27.7,7,8.583333333333334,-1.583333333333334
526,KIA,12,NC,9,2022-08-19 18:30:00,광주,광주,28.3,21,9.48611111111111,11.51388888888889
527,한화,5,삼성,9,2022-08-19 18:30:00,대전,대전,28.1,14,8.520833333333334,5.479166666666666
528,키움,7,SSG,14,2022-08-20 14:00:00,고척,서울,31.8,21,9.3125,11.6875
529,LG,6,두산,1,2022-08-20 18:00:00,잠실,서울,30.8,7,9.395833333333332,-2.395833333333332
530,롯데,3,한화,5,2022-08-20 18:00:00,사직,부산,24.8,8,8.118055555555555,-0.11805555555555536
531,KT,2,KIA,5,2022-08-20 18:00:00,수원,수원,28.9,7,9.381944444444445,-2.3819444444444446
532,키움,1,SSG,6,2022-08-21 14:00:00,고척,서울,31.2,7,9.3125,-2.3125
533,LG,2,두산,4,2022-08-21 17:00:00,잠실,서울,30.9,6,9.395833333333332,-3.395833333333332
534,롯데,8,한화,1,2022-08-21 17:00:00,사직,부산,26.9,9,8.118055555555555,0.8819444444444446
535,삼성,2,NC,6,2022-08-21 17:00:00,대구,대구,28.8,8,9.090277777777779,-1.0902777777777786
536,KT,11,KIA,3,2022-08-21 17:00:00,수원,수원,30.2,14,9.381944444444445,4.618055555555555
537,두산,1,KT,2,2022-08-23 18:30:00,잠실,서울,26.1,3,8.8125,-5.8125
538,SSG,7,삼성,3,2022-08-23 18:30:00,문학,인천,24.6,10,9.604166666666668,0.39583333333333215
539,NC,3,롯데,9,2022-08-23 18:30:00,창원,창원,24.9,12,8.6875,3.3125
540,키움,3,KIA,12,2022-08-23 18:30:00,고척,서울,26.1,15,9.3125,5.6875
541,한화,6,LG,4,2022-08-23 18:30:00,대전,대전,23.8,10,8.881944444444445,1.1180555555555554
542,두산,1,KT,5,2022-08-24 18:30:00,잠실,서울,25.0,6,8.8125,-2.8125
543,SSG,4,삼성,2,2022-08-24 18:30:00,문학,인천,24.6,6,9.604166666666668,-3.604166666666668
544,NC,1,롯데,2,2022-08-24 18:30:00,창원,창원,21.8,3,8.6875,-5.6875
545,키움,11,KIA,10,2022-08-24 18:30:00,고척,서울,25.0,21,9.3125,11.6875
546,한화,2,LG,9,2022-08-24 18:30:00,대전,대전,22.8,11,8.881944444444445,2.1180555555555554
547,LG,0,KIA,1,2022-08-25 18:30:00,잠실,서울,21.9,1,9.965277777777779,-8.965277777777779
548,롯데,5,삼성,9,2022-08-25 18:30:00,사직,부산,25.0,14,8.805555555555557,5.194444444444443
549,NC,9,키움,10,2022-08-25 18:30:00,창원,창원,24.5,19,8.79861111111111,10.20138888888889
550,KT,5,SSG,4,2022-08-25 18:30:00,수원,수원,21.9,9,9.381944444444445,-0.38194444444444464
551,한화,4,두산,0,2022-08-25 18:30:00,대전,대전,19.0,4,8.347222222222221,-4.347222222222221
552,LG,3,KIA,1,2022-08-26 18:30:00,잠실,서울,24.1,4,9.965277777777779,-5.965277777777779
553,롯데,8,삼성,3,2022-08-26 18:30:00,사직,부산,24.1,11,8.805555555555557,2.194444444444443
554,NC,3,키움,6,2022-08-26 18:30:00,창원,창원,23.7,9,8.79861111111111,0.20138888888888928
555,KT,12,SSG,3,2022-08-26 18:30:00,수원,수원,23.8,15,9.381944444444445,5.618055555555555
556,한화,2,두산,1,2022-08-26 18:30:00,대전,대전,24.1,3,8.347222222222221,-5.347222222222221
557,LG,1,키움,0,2022-08-27 18:00:00,잠실,서울,24.5,1,9.277777777777779,-8.277777777777779
558,SSG,10,롯데,0,2022-08-27 18:00:00,문학,인천,23.7,10,9.20138888888889,0.7986111111111107
559,삼성,7,한화,4,2022-08-27 18:00:00,대구,대구,26.7,11,8.520833333333334,2.479166666666666
560,NC,9,KT,2,2022-08-27 18:00:00,창원,창원,25.7,11,8.868055555555555,2.1319444444444446
561,KIA,1,두산,2,2022-08-27 18:00:00,광주,광주,24.8,3,9.430555555555555,-6.430555555555555
562,LG,7,키움,0,2022-08-28 17:00:00,잠실,서울,27.0,7,9.277777777777779,-2.2777777777777786
563,SSG,2,롯데,4,2022-08-28 17:00:00,문학,인천,25.3,6,9.20138888888889,-3.2013888888888893
564,삼성,5,한화,4,2022-08-28 17:00:00,대구,대구,25.2,9,8.520833333333334,0.4791666666666661
565,NC,5,KT,0,2022-08-28 17:00:00,창원,창원,23.6,5,8.868055555555555,-3.8680555555555554
566,KIA,11,두산,6,2022-08-28 17:00:00,광주,광주,25.6,17,9.430555555555555,7.569444444444445
567,키움,6,롯데,5,2022-08-30 18:30:00,고척,서울,19.6,11,8.51388888888889,2.4861111111111107
568,LG,5,NC,3,2022-08-31 18:30:00,잠실,서울,22.4,8,9.45138888888889,-1.4513888888888893
569,삼성,2,SSG,1,2022-08-31 18:30:00,대구,대구,21.8,3,9.604166666666668,-6.604166666666668
570,KT,5,두산,2,2022-08-31 18:30:00,수원,수원,21.5,7,8.8125,-1.8125
571,키움,5,롯데,4,2022-08-31 18:30:00,고척,서울,22.4,9,8.51388888888889,0.4861111111111107
572,한화,3,KIA,4,2022-08-31 18:30:00,대전,대전,21.0,7,8.916666666666666,-1.916666666666666
573,두산,2,롯데,1,2022-09-01 18:30:00,잠실,서울,26.0,3,8.631944444444445,-5.631944444444445
574,SSG,2,NC,3,2022-09-01 18:30:00,문학,인천,24.8,5,9.48611111111111,-4.486111111111111
575,KT,1,LG,3,2022-09-01 18:30:00,수원,수원,24.3,4,9.347222222222221,-5.347222222222221
576,KIA,1,삼성,4,2022-09-01 18:30:00,광주,광주,23.1,5,9.604166666666668,-4.604166666666668
577,키움,7,한화,1,2022-09-01 18:30:00,고척,서울,26.0,8,8.229166666666666,-0.22916666666666607
578,두산,4,롯데,16,2022-09-02 18:30:00,잠실,서울,25.8,20,8.631944444444445,11.368055555555555
579,SSG,5,NC,3,2022-09-02 18:30:00,문학,인천,26.5,8,9.48611111111111,-1.4861111111111107
580,KT,1,LG,2,2022-09-02 18:30:00,수원,수원,26.1,3,9.347222222222221,-6.347222222222221
581,KIA,8,삼성,3,2022-09-02 18:30:00,광주,광주,23.3,11,9.604166666666668,1.3958333333333321
582,키움,4,한화,0,2022-09-02 18:30:00,고척,서울,25.8,4,8.229166666666666,-4.229166666666666
583,두산,1,삼성,4,2022-09-03 17:00:00,잠실,서울,26.6,5,9.034722222222221,-4.034722222222221
584,SSG,1,키움,2,2022-09-03 17:00:00,문학,인천,26.8,3,9.3125,-6.3125
585,KIA,1,KT,5,2022-09-03 17:00:00,광주,광주,26.3,6,9.381944444444445,-3.3819444444444446
586,한화,7,NC,3,2022-09-03 17:00:00,대전,대전,23.8,10,8.402777777777777,1.5972222222222232
587,롯데,1,LG,14,2022-09-04 14:00:00,사직,부산,28.7,15,9.166666666666668,5.833333333333332
588,KIA,2,KT,6,2022-09-04 14:00:00,광주,광주,30.7,8,9.381944444444445,-1.3819444444444446
589,한화,10,NC,1,2022-09-04 14:00:00,대전,대전,27.4,11,8.402777777777777,2.597222222222223
590,LG,6,SSG,8,2022-09-06 18:30:00,잠실,서울,22.1,14,9.965277777777779,4.034722222222221
591,삼성,11,키움,4,2022-09-06 18:30:00,대구,대구,22.5,15,8.916666666666668,6.083333333333332
592,NC,4,두산,3,2022-09-06 18:30:00,창원,창원,22.8,7,8.916666666666666,-1.916666666666666
593,KT,8,한화,5,2022-09-06 18:30:00,수원,수원,21.1,13,8.29861111111111,4.701388888888889
594,롯데,6,KIA,3,2022-09-06 18:30:00,울산,울산,22.4,9,9.20138888888889,-0.20138888888888928
595,LG,2,SSG,2,2022-09-07 18:30:00,잠실,서울,22.9,4,9.965277777777779,-5.965277777777779
596,삼성,2,키움,1,2022-09-07 18:30:00,대구,대구,22.5,3,8.916666666666668,-5.916666666666668
597,NC,16,두산,5,2022-09-07 18:30:00,창원,창원,21.9,21,8.916666666666666,12.083333333333334
598,KT,4,한화,2,2022-09-07 18:30:00,수원,수원,22.1,6,8.29861111111111,-2.2986111111111107
599,롯데,6,KIA,12,2022-09-07 18:30:00,울산,울산,20.4,18,9.20138888888889,8.79861111111111
600,두산,4,한화,5,2022-09-08 18:30:00,잠실,서울,24.8,9,8.347222222222221,0.6527777777777786
601,SSG,4,KIA,9,2022-09-08 18:30:00,문학,인천,22.8,13,10.0,3.0
602,삼성,1,롯데,2,2022-09-08 18:30:00,대구,대구,22.2,3,8.805555555555557,-5.805555555555557
603,KT,3,NC,8,2022-09-08 18:30:00,수원,수원,22.3,11,8.868055555555555,2.1319444444444446
604,키움,3,LG,2,2022-09-08 18:30:00,고척,서울,24.8,5,9.277777777777779,-4.277777777777779
605,두산,11,한화,0,2022-09-09 14:00:00,잠실,서울,30.2,11,8.347222222222221,2.6527777777777786
606,SSG,9,KIA,16,2022-09-09 14:00:00,문학,인천,28.7,25,10.0,15.0
607,삼성,4,롯데,0,2022-09-09 14:00:00,대구,대구,27.3,4,8.805555555555557,-4.805555555555557
608,KT,1,NC,17,2022-09-09 14:00:00,수원,수원,29.2,18,8.868055555555555,9.131944444444445
609,키움,3,LG,6,2022-09-09 14:00:00,고척,서울,30.2,9,9.277777777777779,-0.27777777777777857
610,두산,0,KIA,3,2022-09-10 14:00:00,잠실,서울,27.8,3,9.430555555555555,-6.430555555555555
611,롯데,3,NC,6,2022-09-10 17:00:00,사직,부산,23.3,9,8.6875,0.3125
612,삼성,1,LG,10,2022-09-10 17:00:00,대구,대구,23.1,11,9.569444444444445,1.4305555555555554
613,키움,1,KT,2,2022-09-10 17:00:00,고척,서울,26.9,3,8.694444444444445,-5.694444444444445
614,한화,5,SSG,0,2022-09-10 17:00:00,대전,대전,23.3,5,8.916666666666666,-3.916666666666666
615,두산,6,KIA,3,2022-09-11 14:00:00,잠실,서울,25.9,9,9.430555555555555,-0.43055555555555536
616,롯데,6,NC,11,2022-09-11 14:00:00,사직,부산,27.5,17,8.6875,8.3125
617,삼성,3,LG,1,2022-09-11 14:00:00,대구,대구,26.7,4,9.569444444444445,-5.569444444444445
618,키움,5,KT,0,2022-09-11 14:00:00,고척,서울,25.9,5,8.694444444444445,-3.6944444444444446
619,한화,1,SSG,12,2022-09-11 14:00:00,대전,대전,28.3,13,8.916666666666666,4.083333333333334
620,두산,0,LG,5,2022-09-13 18:30:00,잠실,서울,25.2,5,9.395833333333332,-4.395833333333332
621,롯데,9,SSG,8,2022-09-13 18:30:00,사직,부산,23.5,17,9.20138888888889,7.798611111111111
622,NC,1,삼성,3,2022-09-13 18:30:00,창원,창원,24.6,4,9.090277777777779,-5.090277777777779
623,KIA,1,키움,4,2022-09-13 18:30:00,광주,광주,24.3,5,9.3125,-4.3125
624,한화,2,KT,5,2022-09-13 18:30:00,대전,대전,25.1,7,8.29861111111111,-1.2986111111111107
625,두산,5,LG,0,2022-09-14 18:30:00,잠실,서울,23.8,5,9.395833333333332,-4.395833333333332
626,롯데,1,SSG,3,2022-09-14 18:30:00,사직,부산,23.6,4,9.20138888888889,-5.201388888888889
627,NC,7,삼성,2,2022-09-14 18:30:00,창원,창원,24.3,9,9.090277777777779,-0.09027777777777857
628,KIA,0,키움,2,2022-09-14 18:30:00,광주,광주,24.9,2,9.3125,-7.3125
629,한화,4,KT,1,2022-09-14 18:30:00,대전,대전,24.5,5,8.29861111111111,-3.2986111111111107
630,LG,2,KT,0,2022-09-15 18:30:00,잠실,서울,26.3,2,9.347222222222221,-7.347222222222221
631,롯데,4,키움,2,2022-09-15 18:30:00,사직,부산,22.7,6,8.51388888888889,-2.5138888888888893
632,삼성,13,두산,3,2022-09-15 18:30:00,대구,대구,22.6,16,9.034722222222221,6.965277777777779
633,NC,6,SSG,0,2022-09-15 18:30:00,창원,창원,23.5,6,9.48611111111111,-3.4861111111111107
634,KIA,1,한화,2,2022-09-15 18:30:00,광주,광주,26.0,3,8.916666666666666,-5.916666666666666
635,롯데,10,키움,12,2022-09-16 18:30:00,사직,부산,24.3,22,8.51388888888889,13.48611111111111
636,삼성,11,두산,13,2022-09-16 18:30:00,대구,대구,25.8,24,9.034722222222221,14.965277777777779
637,NC,0,SSG,10,2022-09-16 18:30:00,창원,창원,25.5,10,9.48611111111111,0.5138888888888893
638,KIA,6,한화,7,2022-09-16 18:30:00,광주,광주,26.9,13,8.916666666666666,4.083333333333334
639,LG,4,한화,1,2022-09-17 17:00:00,잠실,서울,28.8,5,8.881944444444445,-3.8819444444444446
640,SSG,1,두산,4,2022-09-17 17:00:00,문학,인천,27.0,5,9.430555555555555,-4.430555555555555
641,삼성,10,KIA,1,2022-09-17 17:00:00,대구,대구,28.6,11,9.604166666666668,1.3958333333333321
642,KT,0,롯데,2,2022-09-17 17:00:00,수원,수원,27.6,2,8.583333333333334,-6.583333333333334
643,키움,10,NC,3,2022-09-17 17:00:00,고척,서울,28.8,13,8.79861111111111,4.201388888888889
644,LG,1,한화,5,2022-09-18 14:00:00,잠실,서울,32.0,6,8.881944444444445,-2.8819444444444446
645,SSG,14,두산,13,2022-09-18 14:00:00,문학,인천,30.5,27,9.430555555555555,17.569444444444443
646,삼성,9,KIA,6,2022-09-18 14:00:00,대구,대구,30.0,15,9.604166666666668,5.395833333333332
647,KT,6,롯데,3,2022-09-18 14:00:00,수원,수원,31.0,9,8.583333333333334,0.4166666666666661
648,키움,1,NC,5,2022-09-18 14:00:00,고척,서울,32.0,6,8.79861111111111,-2.7986111111111107
649,두산,8,NC,2,2022-09-20 18:30:00,잠실,서울,19.9,10,8.916666666666666,1.083333333333334
650,SSG,4,KT,2,2022-09-20 18:30:00,문학,인천,19.0,6,9.381944444444445,-3.3819444444444446
651,KIA,1,LG,11,2022-09-20 18:30:00,광주,광주,21.3,12,9.965277777777779,2.0347222222222214
652,키움,2,삼성,10,2022-09-20 18:30:00,고척,서울,19.9,12,8.916666666666668,3.083333333333332
653,한화,6,롯데,8,2022-09-20 18:30:00,대전,대전,18.4,14,8.118055555555555,5.881944444444445
654,두산,1,NC,5,2022-09-21 18:30:00,잠실,서울,20.9,6,8.916666666666666,-2.916666666666666
655,SSG,3,KT,4,2022-09-21 18:30:00,문학,인천,19.2,7,9.381944444444445,-2.3819444444444446
656,KIA,2,LG,11,2022-09-21 18:30:00,광주,광주,20.5,13,9.965277777777779,3.0347222222222214
657,키움,5,삼성,4,2022-09-21 18:30:00,고척,서울,20.9,9,8.916666666666668,0.08333333333333215
658,한화,0,롯데,9,2022-09-21 18:30:00,대전,대전,19.2,9,8.118055555555555,0.8819444444444446
659,LG,1,롯데,7,2022-09-22 18:30:00,잠실,서울,21.3,8,9.166666666666668,-1.1666666666666679
660,SSG,10,한화,1,2022-09-22 18:30:00,문학,인천,20.5,11,8.916666666666666,2.083333333333334
661,삼성,7,KT,9,2022-09-22 18:30:00,대구,대구,21.1,16,8.98611111111111,7.013888888888889
662,NC,1,KIA,3,2022-09-22 18:30:00,창원,창원,20.7,4,9.48611111111111,-5.486111111111111
663,키움,2,두산,5,2022-09-22 18:30:00,고척,서울,21.3,7,8.743055555555555,-1.7430555555555554
664,LG,1,롯데,0,2022-09-23 18:30:00,잠실,서울,16.8,1,9.166666666666668,-8.166666666666668
665,SSG,5,한화,4,2022-09-23 18:30:00,문학,인천,16.6,9,8.916666666666666,0.08333333333333393
666,삼성,5,KT,3,2022-09-23 18:30:00,대구,대구,20.5,8,8.98611111111111,-0.9861111111111107
667,NC,5,KIA,2,2022-09-23 18:30:00,창원,창원,22.4,7,9.48611111111111,-2.4861111111111107
668,키움,5,두산,1,2022-09-23 18:30:00,고척,서울,16.8,6,8.743055555555555,-2.7430555555555554
669,LG,0,한화,2,2022-09-24 17:00:00,잠실,서울,22.1,2,8.881944444444445,-6.881944444444445
670,SSG,14,두산,5,2022-09-24 17:00:00,문학,인천,21.1,19,9.430555555555555,9.569444444444445
671,NC,0,KIA,3,2022-09-24 17:00:00,창원,창원,21.9,3,9.48611111111111,-6.486111111111111
672,키움,9,롯데,5,2022-09-24 17:00:00,고척,서울,22.1,14,8.51388888888889,5.486111111111111
673,두산,5,한화,3,2022-09-25 14:00:00,잠실,서울,25.0,8,8.347222222222221,-0.34722222222222143
674,SSG,2,LG,6,2022-09-25 14:00:00,문학,인천,23.5,8,9.965277777777779,-1.9652777777777786
675,삼성,3,KIA,4,2022-09-25 14:00:00,대구,대구,22.0,7,9.604166666666668,-2.604166666666668
676,NC,1,KT,9,2022-09-25 14:00:00,창원,창원,20.9,10,8.868055555555555,1.1319444444444446
677,NC,6,키움,5,2022-09-27 18:30:00,창원,창원,20.9,11,8.79861111111111,2.2013888888888893
678,KT,5,두산,4,2022-09-27 18:30:00,수원,수원,20.1,9,8.8125,0.1875
679,한화,0,LG,1,2022-09-27 18:30:00,대전,대전,20.1,1,8.881944444444445,-7.881944444444445
680,NC,4,삼성,3,2022-09-28 18:30:00,창원,창원,21.0,7,9.090277777777779,-2.0902777777777786
681,KT,8,두산,0,2022-09-28 18:30:00,수원,수원,20.2,8,8.8125,-0.8125
682,한화,1,LG,4,2022-09-28 18:30:00,대전,대전,19.5,5,8.881944444444445,-3.8819444444444446
683,LG,3,KT,5,2022-09-29 18:30:00,잠실,서울,20.6,8,9.347222222222221,-1.3472222222222214
684,SSG,9,키움,14,2022-09-29 18:30:00,문학,인천,19.3,23,9.3125,13.6875
685,삼성,3,NC,0,2022-09-29 18:30:00,대구,대구,21.4,3,9.090277777777779,-6.090277777777779
686,KIA,5,롯데,4,2022-09-29 18:30:00,광주,광주,20.3,9,9.20138888888889,-0.20138888888888928
687,한화,5,두산,6,2022-09-29 18:30:00,대전,대전,18.6,11,8.347222222222221,2.6527777777777786
688,LG,2,NC,1,2022-09-30 18:30:00,잠실,서울,21.8,3,9.45138888888889,-6.451388888888889
689,SSG,7,키움,3,2022-09-30 18:30:00,문학,인천,19.2,10,9.3125,0.6875
690,삼성,11,두산,3,2022-09-30 18:30:00,대구,대구,22.4,14,9.034722222222221,4.965277777777779
691,한화,5,롯데,6,2022-09-30 18:30:00,대전,대전,19.1,11,8.118055555555555,2.8819444444444446
692,LG,1,NC,2,2022-10-01 17:00:00,잠실,서울,24.1,3,9.45138888888889,-6.451388888888889
693,삼성,4,두산,3,2022-10-01 17:00:00,대구,대구,27.0,7,9.034722222222221,-2.0347222222222214
694,KIA,2,SSG,3,2022-10-01 17:00:00,광주,광주,27.4,5,10.0,-5.0
695,LG,0,NC,2,2022-10-02 14:00:00,잠실,서울,21.1,2,9.45138888888889,-7.451388888888889
696,롯데,3,두산,1,2022-10-02 14:00:00,사직,부산,27.8,4,8.631944444444445,-4.631944444444445
697,한화,1,KIA,10,2022-10-02 14:00:00,대전,대전,25.3,11,8.916666666666666,2.083333333333334
698,롯데,3,두산,9,2022-10-03 14:00:00,사직,부산,24.3,12,8.631944444444445,3.3680555555555554
699,한화,7,SSG,4,2022-10-03 14:00:00,대전,대전,25.8,11,8.916666666666666,2.083333333333334
700,LG,3,KIA,8,2022-10-04 18:30:00,잠실,서울,16.4,11,9.965277777777779,1.0347222222222214
701,KT,7,삼성,3,2022-10-04 18:30:00,수원,수원,17.4,10,8.98611111111111,1.0138888888888893
702,두산,5,SSG,2,2022-10-05 18:30:00,잠실,서울,16.7,7,9.430555555555555,-2.4305555555555554
703,NC,7,롯데,3,2022-10-05 18:30:00,창원,창원,18.2,10,8.6875,1.3125
704,KT,4,삼성,7,2022-10-05 18:30:00,수원,수원,15.4,11,8.98611111111111,2.0138888888888893
705,KIA,2,LG,10,2022-10-05 18:30:00,광주,광주,15.4,12,9.965277777777779,2.0347222222222214
706,두산,5,삼성,4,2022-10-06 18:30:00,잠실,서울,16.0,9,9.034722222222221,-0.03472222222222143
707,NC,6,SSG,1,2022-10-06 18:30:00,창원,창원,17.5,7,9.48611111111111,-2.4861111111111107
708,KIA,4,LG,3,2022-10-06 18:30:00,광주,광주,16.5,7,9.965277777777779,-2.9652777777777786
709,한화,3,키움,2,2022-10-06 18:30:00,대전,대전,16.2,5,8.229166666666666,-3.229166666666666
710,두산,2,삼성,8,2022-10-07 18:30:00,잠실,서울,15.0,10,9.034722222222221,0.9652777777777786
711,NC,2,LG,7,2022-10-07 18:30:00,창원,창원,16.8,9,9.45138888888889,-0.4513888888888893
712,KIA,11,KT,1,2022-10-07 18:30:00,광주,광주,15.7,12,9.381944444444445,2.6180555555555554
713,두산,1,키움,5,2022-10-08 17:00:00,잠실,서울,18.7,6,8.743055555555555,-2.7430555555555554
714,롯데,3,LG,2,2022-10-08 17:00:00,사직,부산,17.3,5,9.166666666666668,-4.166666666666668
715,삼성,6,SSG,1,2022-10-08 17:00:00,대구,대구,17.0,7,9.604166666666668,-2.604166666666668
716,NC,6,한화,5,2022-10-08 17:00:00,창원,창원,17.6,11,8.402777777777777,2.597222222222223
717,KIA,2,KT,7,2022-10-08 17:00:00,광주,광주,18.9,9,9.381944444444445,-0.38194444444444464
718,KT,5,NC,2,2022-10-10 14:00:00,수원,수원,10.5,7,8.868055555555555,-1.8680555555555554
719,LG,6,KT,5,2022-10-11 18:30:00,잠실,서울,12.2,11,9.347222222222221,1.6527777777777786
