,Home,Home_Score,Away,Away_Score,Datetime,Stadium,Region,Temperature,Total_Score
480,KT,5,한화,1,2022-08-05 18:30:00,수원,수원,28.4,6
481,KIA,3,두산,5,2022-08-05 18:30:00,광주,광주,29.2,8
482,LG,12,키움,3,2022-08-06 18:00:00,잠실,서울,30.0,15
483,SSG,7,삼성,6,2022-08-06 18:00:00,문학,인천,28.9,13
484,롯데,1,NC,10,2022-08-06 18:00:00,사직,부산,30.1,11
485,KT,4,한화,2,2022-08-06 18:00:00,수원,수원,30.7,6
486,KIA,4,두산,7,2022-08-06 18:00:00,광주,광주,32.7,11
487,LG,5,키움,0,2022-08-07 17:00:00,잠실,서울,30.1,5
488,SSG,7,삼성,6,2022-08-07 17:00:00,문학,인천,28.7,13
489,롯데,0,NC,14,2022-08-07 17:00:00,사직,부산,28.8,14
490,KT,5,한화,6,2022-08-07 17:00:00,수원,수원,30.4,11
491,KIA,5,두산,4,2022-08-07 17:00:00,광주,광주,30.9,9
492,두산,0,NC,11,2022-08-10 18:30:00,잠실,서울,25.4,11
493,SSG,4,KT,2,2022-08-10 18:30:00,문학,인천,23.1,6
494,삼성,3,KIA,2,2022-08-10 18:30:00,대구,대구,28.9,5
495,키움,3,롯데,4,2022-08-10 18:30:00,고척,서울,25.4,7
496,두산,2,NC,3,2022-08-11 18:30:00,잠실,서울,25.9,5
497,SSG,4,KT,2,2022-08-11 18:30:00,문학,인천,23.9,6
498,키움,0,롯데,3,2022-08-11 18:30:00,고척,서울,25.9,3
499,두산,7,NC,1,2022-08-12 18:30:00,잠실,서울,27.8,8
500,SSG,5,KT,9,2022-08-12 18:30:00,문학,인천,25.6,14
501,삼성,7,KIA,6,2022-08-12 18:30:00,대구,대구,31.2,13
502,키움,1,롯데,4,2022-08-12 18:30:00,고척,서울,27.8,5
503,한화,5,LG,6,2022-08-12 18:30:00,대전,대전,27.5,11
504,두산,2,SSG,8,2022-08-13 18:00:00,잠실,서울,27.4,10
505,KT,8,삼성,1,2022-08-13 18:00:00,수원,수원,26.8,9
506,KIA,9,롯데,0,2022-08-13 18:00:00,광주,광주,29.0,9
507,한화,6,키움,8,2022-08-13 18:00:00,대전,대전,26.5,14
508,두산,4,SSG,5,2022-08-14 17:00:00,잠실,서울,28.7,9
509,NC,6,LG,2,2022-08-14 17:00:00,창원,창원,29.8,8
510,KT,3,삼성,2,2022-08-14 17:00:00,수원,수원,26.2,5
511,KIA,1,롯데,5,2022-08-14 17:00:00,광주,광주,30.5,6
512,한화,8,키움,12,2022-08-14 17:00:00,대전,대전,28.7,20
513,LG,6,삼성,3,2022-08-16 18:30:00,잠실,서울,27.1,9
514,KT,5,키움,4,2022-08-16 18:30:00,수원,수원,24.9,9
515,LG,11,삼성,7,2022-08-17 18:30:00,잠실,서울,26.5,18
516,롯데,8,두산,6,2022-08-17 18:30:00,사직,부산,23.0,14
517,NC,6,한화,4,2022-08-17 18:30:00,창원,창원,23.3,10
518,KT,3,키움,2,2022-08-17 18:30:00,수원,수원,24.5,5
519,KIA,4,SSG,3,2022-08-17 18:30:00,광주,광주,25.1,7
520,두산,10,키움,2,2022-08-18 18:30:00,잠실,서울,26.1,12
521,SSG,4,LG,8,2022-08-18 18:30:00,문학,인천,25.0,12
522,롯데,1,KT,0,2022-08-18 18:30:00,사직,부산,24.7,1
523,KIA,8,NC,14,2022-08-18 18:30:00,광주,광주,26.9,22
524,한화,4,삼성,7,2022-08-18 18:30:00,대전,대전,25.6,11
525,롯데,3,KT,4,2022-08-19 18:30:00,사직,부산,27.7,7
526,KIA,12,NC,9,2022-08-19 18:30:00,광주,광주,28.3,21
527,한화,5,삼성,9,2022-08-19 18:30:00,대전,대전,28.1,14
528,키움,7,SSG,14,2022-08-20 14:00:00,고척,서울,31.8,21
529,LG,6,두산,1,2022-08-20 18:00:00,잠실,서울,30.8,7
530,롯데,3,한화,5,2022-08-20 18:00:00,사직,부산,24.8,8
531,KT,2,KIA,5,2022-08-20 18:00:00,수원,수원,28.9,7
532,키움,1,SSG,6,2022-08-21 14:00:00,고척,서울,31.2,7
533,LG,2,두산,4,2022-08-21 17:00:00,잠실,서울,30.9,6
534,롯데,8,한화,1,2022-08-21 17:00:00,사직,부산,26.9,9
535,삼성,2,NC,6,2022-08-21 17:00:00,대구,대구,28.8,8
536,KT,11,KIA,3,2022-08-21 17:00:00,수원,수원,30.2,14
537,두산,1,KT,2,2022-08-23 18:30:00,잠실,서울,26.1,3
538,SSG,7,삼성,3,2022-08-23 18:30:00,문학,인천,24.6,10
539,NC,3,롯데,9,2022-08-23 18:30:00,창원,창원,24.9,12
540,키움,3,KIA,12,2022-08-23 18:30:00,고척,서울,26.1,15
541,한화,6,LG,4,2022-08-23 18:30:00,대전,대전,23.8,10
542,두산,1,KT,5,2022-08-24 18:30:00,잠실,서울,25.0,6
543,SSG,4,삼성,2,2022-08-24 18:30:00,문학,인천,24.6,6
544,NC,1,롯데,2,2022-08-24 18:30:00,창원,창원,21.8,3
545,키움,11,KIA,10,2022-08-24 18:30:00,고척,서울,25.0,21
546,한화,2,LG,9,2022-08-24 18:30:00,대전,대전,22.8,11
547,LG,0,KIA,1,2022-08-25 18:30:00,잠실,서울,21.9,1
548,롯데,5,삼성,9,2022-08-25 18:30:00,사직,부산,25.0,14
549,NC,9,키움,10,2022-08-25 18:30:00,창원,창원,24.5,19
550,KT,5,SSG,4,2022-08-25 18:30:00,수원,수원,21.9,9
551,한화,4,두산,0,2022-08-25 18:30:00,대전,대전,19.0,4
552,LG,3,KIA,1,2022-08-26 18:30:00,잠실,서울,24.1,4
553,롯데,8,삼성,3,2022-08-26 18:30:00,사직,부산,24.1,11
554,NC,3,키움,6,2022-08-26 18:30:00,창원,창원,23.7,9
555,KT,12,SSG,3,2022-08-26 18:30:00,수원,수원,23.8,15
556,한화,2,두산,1,2022-08-26 18:30:00,대전,대전,24.1,3
557,LG,1,키움,0,2022-08-27 18:00:00,잠실,서울,24.5,1
558,SSG,10,롯데,0,2022-08-27 18:00:00,문학,인천,23.7,10
559,삼성,7,한화,4,2022-08-27 18:00:00,대구,대구,26.7,11
560,NC,9,KT,2,2022-08-27 18:00:00,창원,창원,25.7,11
561,KIA,1,두산,2,2022-08-27 18:00:00,광주,광주,24.8,3
562,LG,7,키움,0,2022-08-28 17:00:00,잠실,서울,27.0,7
563,SSG,2,롯데,4,2022-08-28 17:00:00,문학,인천,25.3,6
564,삼성,5,한화,4,2022-08-28 17:00:00,대구,대구,25.2,9
565,NC,5,KT,0,2022-08-28 17:00:00,창원,창원,23.6,5
566,KIA,11,두산,6,2022-08-28 17:00:00,광주,광주,25.6,17
567,키움,6,롯데,5,2022-08-30 18:30:00,고척,서울,19.6,11
568,LG,5,NC,3,2022-08-31 18:30:00,잠실,서울,22.4,8
569,삼성,2,SSG,1,2022-08-31 18:30:00,대구,대구,21.8,3
570,KT,5,두산,2,2022-08-31 18:30:00,수원,수원,21.5,7
571,키움,5,롯데,4,2022-08-31 18:30:00,고척,서울,22.4,9
572,한화,3,KIA,4,2022-08-31 18:30:00,대전,대전,21.0,7
573,두산,2,롯데,1,2022-09-01 18:30:00,잠실,서울,26.0,3
574,SSG,2,NC,3,2022-09-01 18:30:00,문학,인천,24.8,5
575,KT,1,LG,3,2022-09-01 18:30:00,수원,수원,24.3,4
576,KIA,1,삼성,4,2022-09-01 18:30:00,광주,광주,23.1,5
577,키움,7,한화,1,2022-09-01 18:30:00,고척,서울,26.0,8
578,두산,4,롯데,16,2022-09-02 18:30:00,잠실,서울,25.8,20
579,SSG,5,NC,3,2022-09-02 18:30:00,문학,인천,26.5,8
580,KT,1,LG,2,2022-09-02 18:30:00,수원,수원,26.1,3
581,KIA,8,삼성,3,2022-09-02 18:30:00,광주,광주,23.3,11
582,키움,4,한화,0,2022-09-02 18:30:00,고척,서울,25.8,4
583,두산,1,삼성,4,2022-09-03 17:00:00,잠실,서울,26.6,5
584,SSG,1,키움,2,2022-09-03 17:00:00,문학,인천,26.8,3
585,KIA,1,KT,5,2022-09-03 17:00:00,광주,광주,26.3,6
586,한화,7,NC,3,2022-09-03 17:00:00,대전,대전,23.8,10
587,롯데,1,LG,14,2022-09-04 14:00:00,사직,부산,28.7,15
588,KIA,2,KT,6,2022-09-04 14:00:00,광주,광주,30.7,8
589,한화,10,NC,1,2022-09-04 14:00:00,대전,대전,27.4,11
590,LG,6,SSG,8,2022-09-06 18:30:00,잠실,서울,22.1,14
591,삼성,11,키움,4,2022-09-06 18:30:00,대구,대구,22.5,15
592,NC,4,두산,3,2022-09-06 18:30:00,창원,창원,22.8,7
593,KT,8,한화,5,2022-09-06 18:30:00,수원,수원,21.1,13
594,롯데,6,KIA,3,2022-09-06 18:30:00,울산,울산,22.4,9
595,LG,2,SSG,2,2022-09-07 18:30:00,잠실,서울,22.9,4
596,삼성,2,키움,1,2022-09-07 18:30:00,대구,대구,22.5,3
597,NC,16,두산,5,2022-09-07 18:30:00,창원,창원,21.9,21
598,KT,4,한화,2,2022-09-07 18:30:00,수원,수원,22.1,6
599,롯데,6,KIA,12,2022-09-07 18:30:00,울산,울산,20.4,18
600,두산,4,한화,5,2022-09-08 18:30:00,잠실,서울,24.8,9
601,SSG,4,KIA,9,2022-09-08 18:30:00,문학,인천,22.8,13
602,삼성,1,롯데,2,2022-09-08 18:30:00,대구,대구,22.2,3
603,KT,3,NC,8,2022-09-08 18:30:00,수원,수원,22.3,11
604,키움,3,LG,2,2022-09-08 18:30:00,고척,서울,24.8,5
605,두산,11,한화,0,2022-09-09 14:00:00,잠실,서울,30.2,11
606,SSG,9,KIA,16,2022-09-09 14:00:00,문학,인천,28.7,25
607,삼성,4,롯데,0,2022-09-09 14:00:00,대구,대구,27.3,4
608,KT,1,NC,17,2022-09-09 14:00:00,수원,수원,29.2,18
609,키움,3,LG,6,2022-09-09 14:00:00,고척,서울,30.2,9
610,두산,0,KIA,3,2022-09-10 14:00:00,잠실,서울,27.8,3
611,롯데,3,NC,6,2022-09-10 17:00:00,사직,부산,23.3,9
612,삼성,1,LG,10,2022-09-10 17:00:00,대구,대구,23.1,11
613,키움,1,KT,2,2022-09-10 17:00:00,고척,서울,26.9,3
614,한화,5,SSG,0,2022-09-10 17:00:00,대전,대전,23.3,5
615,두산,6,KIA,3,2022-09-11 14:00:00,잠실,서울,25.9,9
616,롯데,6,NC,11,2022-09-11 14:00:00,사직,부산,27.5,17
617,삼성,3,LG,1,2022-09-11 14:00:00,대구,대구,26.7,4
618,키움,5,KT,0,2022-09-11 14:00:00,고척,서울,25.9,5
619,한화,1,SSG,12,2022-09-11 14:00:00,대전,대전,28.3,13
620,두산,0,LG,5,2022-09-13 18:30:00,잠실,서울,25.2,5
621,롯데,9,SSG,8,2022-09-13 18:30:00,사직,부산,23.5,17
622,NC,1,삼성,3,2022-09-13 18:30:00,창원,창원,24.6,4
623,KIA,1,키움,4,2022-09-13 18:30:00,광주,광주,24.3,5
624,한화,2,KT,5,2022-09-13 18:30:00,대전,대전,25.1,7
625,두산,5,LG,0,2022-09-14 18:30:00,잠실,서울,23.8,5
626,롯데,1,SSG,3,2022-09-14 18:30:00,사직,부산,23.6,4
627,NC,7,삼성,2,2022-09-14 18:30:00,창원,창원,24.3,9
628,KIA,0,키움,2,2022-09-14 18:30:00,광주,광주,24.9,2
629,한화,4,KT,1,2022-09-14 18:30:00,대전,대전,24.5,5
630,LG,2,KT,0,2022-09-15 18:30:00,잠실,서울,26.3,2
631,롯데,4,키움,2,2022-09-15 18:30:00,사직,부산,22.7,6
632,삼성,13,두산,3,2022-09-15 18:30:00,대구,대구,22.6,16
633,NC,6,SSG,0,2022-09-15 18:30:00,창원,창원,23.5,6
634,KIA,1,한화,2,2022-09-15 18:30:00,광주,광주,26.0,3
635,롯데,10,키움,12,2022-09-16 18:30:00,사직,부산,24.3,22
636,삼성,11,두산,13,2022-09-16 18:30:00,대구,대구,25.8,24
637,NC,0,SSG,10,2022-09-16 18:30:00,창원,창원,25.5,10
638,KIA,6,한화,7,2022-09-16 18:30:00,광주,광주,26.9,13
639,LG,4,한화,1,2022-09-17 17:00:00,잠실,서울,28.8,5
640,SSG,1,두산,4,2022-09-17 17:00:00,문학,인천,27.0,5
641,삼성,10,KIA,1,2022-09-17 17:00:00,대구,대구,28.6,11
642,KT,0,롯데,2,2022-09-17 17:00:00,수원,수원,27.6,2
643,키움,10,NC,3,2022-09-17 17:00:00,고척,서울,28.8,13
644,LG,1,한화,5,2022-09-18 14:00:00,잠실,서울,32.0,6
645,SSG,14,두산,13,2022-09-18 14:00:00,문학,인천,30.5,27
646,삼성,9,KIA,6,2022-09-18 14:00:00,대구,대구,30.0,15
647,KT,6,롯데,3,2022-09-18 14:00:00,수원,수원,31.0,9
648,키움,1,NC,5,2022-09-18 14:00:00,고척,서울,32.0,6
649,두산,8,NC,2,2022-09-20 18:30:00,잠실,서울,19.9,10
650,SSG,4,KT,2,2022-09-20 18:30:00,문학,인천,19.0,6
651,KIA,1,LG,11,2022-09-20 18:30:00,광주,광주,21.3,12
652,키움,2,삼성,10,2022-09-20 18:30:00,고척,서울,19.9,12
653,한화,6,롯데,8,2022-09-20 18:30:00,대전,대전,18.4,14
654,두산,1,NC,5,2022-09-21 18:30:00,잠실,서울,20.9,6
655,SSG,3,KT,4,2022-09-21 18:30:00,문학,인천,19.2,7
656,KIA,2,LG,11,2022-09-21 18:30:00,광주,광주,20.5,13
657,키움,5,삼성,4,2022-09-21 18:30:00,고척,서울,20.9,9
658,한화,0,롯데,9,2022-09-21 18:30:00,대전,대전,19.2,9
659,LG,1,롯데,7,2022-09-22 18:30:00,잠실,서울,21.3,8
660,SSG,10,한화,1,2022-09-22 18:30:00,문학,인천,20.5,11
661,삼성,7,KT,9,2022-09-22 18:30:00,대구,대구,21.1,16
662,NC,1,KIA,3,2022-09-22 18:30:00,창원,창원,20.7,4
663,키움,2,두산,5,2022-09-22 18:30:00,고척,서울,21.3,7
664,LG,1,롯데,0,2022-09-23 18:30:00,잠실,서울,16.8,1
665,SSG,5,한화,4,2022-09-23 18:30:00,문학,인천,16.6,9
666,삼성,5,KT,3,2022-09-23 18:30:00,대구,대구,20.5,8
667,NC,5,KIA,2,2022-09-23 18:30:00,창원,창원,22.4,7
668,키움,5,두산,1,2022-09-23 18:30:00,고척,서울,16.8,6
669,LG,0,한화,2,2022-09-24 17:00:00,잠실,서울,22.1,2
670,SSG,14,두산,5,2022-09-24 17:00:00,문학,인천,21.1,19
671,NC,0,KIA,3,2022-09-24 17:00:00,창원,창원,21.9,3
672,키움,9,롯데,5,2022-09-24 17:00:00,고척,서울,22.1,14
673,두산,5,한화,3,2022-09-25 14:00:00,잠실,서울,25.0,8
674,SSG,2,LG,6,2022-09-25 14:00:00,문학,인천,23.5,8
675,삼성,3,KIA,4,2022-09-25 14:00:00,대구,대구,22.0,7
676,NC,1,KT,9,2022-09-25 14:00:00,창원,창원,20.9,10
677,NC,6,키움,5,2022-09-27 18:30:00,창원,창원,20.9,11
678,KT,5,두산,4,2022-09-27 18:30:00,수원,수원,20.1,9
679,한화,0,LG,1,2022-09-27 18:30:00,대전,대전,20.1,1
680,NC,4,삼성,3,2022-09-28 18:30:00,창원,창원,21.0,7
681,KT,8,두산,0,2022-09-28 18:30:00,수원,수원,20.2,8
682,한화,1,LG,4,2022-09-28 18:30:00,대전,대전,19.5,5
683,LG,3,KT,5,2022-09-29 18:30:00,잠실,서울,20.6,8
684,SSG,9,키움,14,2022-09-29 18:30:00,문학,인천,19.3,23
685,삼성,3,NC,0,2022-09-29 18:30:00,대구,대구,21.4,3
686,KIA,5,롯데,4,2022-09-29 18:30:00,광주,광주,20.3,9
687,한화,5,두산,6,2022-09-29 18:30:00,대전,대전,18.6,11
688,LG,2,NC,1,2022-09-30 18:30:00,잠실,서울,21.8,3
689,SSG,7,키움,3,2022-09-30 18:30:00,문학,인천,19.2,10
690,삼성,11,두산,3,2022-09-30 18:30:00,대구,대구,22.4,14
691,한화,5,롯데,6,2022-09-30 18:30:00,대전,대전,19.1,11
692,LG,1,NC,2,2022-10-01 17:00:00,잠실,서울,24.1,3
693,삼성,4,두산,3,2022-10-01 17:00:00,대구,대구,27.0,7
694,KIA,2,SSG,3,2022-10-01 17:00:00,광주,광주,27.4,5
695,LG,0,NC,2,2022-10-02 14:00:00,잠실,서울,21.1,2
696,롯데,3,두산,1,2022-10-02 14:00:00,사직,부산,27.8,4
697,한화,1,KIA,10,2022-10-02 14:00:00,대전,대전,25.3,11
698,롯데,3,두산,9,2022-10-03 14:00:00,사직,부산,24.3,12
699,한화,7,SSG,4,2022-10-03 14:00:00,대전,대전,25.8,11
700,LG,3,KIA,8,2022-10-04 18:30:00,잠실,서울,16.4,11
701,KT,7,삼성,3,2022-10-04 18:30:00,수원,수원,17.4,10
702,두산,5,SSG,2,2022-10-05 18:30:00,잠실,서울,16.7,7
703,NC,7,롯데,3,2022-10-05 18:30:00,창원,창원,18.2,10
704,KT,4,삼성,7,2022-10-05 18:30:00,수원,수원,15.4,11
705,KIA,2,LG,10,2022-10-05 18:30:00,광주,광주,15.4,12
706,두산,5,삼성,4,2022-10-06 18:30:00,잠실,서울,16.0,9
707,NC,6,SSG,1,2022-10-06 18:30:00,창원,창원,17.5,7
708,KIA,4,LG,3,2022-10-06 18:30:00,광주,광주,16.5,7
709,한화,3,키움,2,2022-10-06 18:30:00,대전,대전,16.2,5
710,두산,2,삼성,8,2022-10-07 18:30:00,잠실,서울,15.0,10
711,NC,2,LG,7,2022-10-07 18:30:00,창원,창원,16.8,9
712,KIA,11,KT,1,2022-10-07 18:30:00,광주,광주,15.7,12
713,두산,1,키움,5,2022-10-08 17:00:00,잠실,서울,18.7,6
714,롯데,3,LG,2,2022-10-08 17:00:00,사직,부산,17.3,5
715,삼성,6,SSG,1,2022-10-08 17:00:00,대구,대구,17.0,7
716,NC,6,한화,5,2022-10-08 17:00:00,창원,창원,17.6,11
717,KIA,2,KT,7,2022-10-08 17:00:00,광주,광주,18.9,9
718,KT,5,NC,2,2022-10-10 14:00:00,수원,수원,10.5,7
719,LG,6,KT,5,2022-10-11 18:30:00,잠실,서울,12.2,11
